2025-07-28 14:43:16,255 - file_utils - WARNING - System Helvetica fonts not found, using defaults
2025-07-28 14:43:16,256 - file_utils - INFO - File utilities module initialized successfully
2025-07-28 14:46:17,301 - file_utils - WARNING - System Helvetica fonts not found, using defaults
2025-07-28 14:46:17,302 - file_utils - INFO - File utilities module initialized successfully
2025-07-28 14:46:17,306 - file_utils - WARNING - System Helvetica fonts not found, using defaults
2025-07-28 14:46:17,309 - file_utils - INFO - Created request directory: downloads\couriel\request_999
2025-07-28 14:46:17,505 - file_utils - ERROR - File validation failed: File not found: non_existent.pdf
2025-07-28 14:46:19,056 - file_utils - ERROR - Security element generation failed: Watermark generation failed: 'Canvas' object has no attribute 'drawCentredText'
2025-07-28 14:46:19,057 - file_utils - ERROR - Security element generation failed: Invisible watermark generation failed: 'float' object cannot be interpreted as an integer
2025-07-28 14:46:19,305 - file_utils - ERROR - Failed to secure page 1: Cannot open resource "C:\Users\USER\AppData\Local\Temp\tmp7c4r55az.png"
2025-07-28 14:46:19,313 - file_utils - INFO - Successfully secured document: test_output\secured_output.pdf
2025-07-28 14:46:19,330 - file_utils - ERROR - File validation failed: File not found: test_output\inexistant.pdf
2025-07-28 14:46:19,330 - file_utils - WARNING - Attempt 1 failed: File not found: test_output\inexistant.pdf
2025-07-28 14:46:20,839 - file_utils - ERROR - File validation failed: File not found: test_output\inexistant.pdf
2025-07-28 14:46:20,840 - file_utils - WARNING - Attempt 2 failed: File not found: test_output\inexistant.pdf
2025-07-28 14:46:23,106 - file_utils - ERROR - File validation failed: File not found: test_output\inexistant.pdf
2025-07-28 14:46:23,107 - file_utils - WARNING - Attempt 3 failed: File not found: test_output\inexistant.pdf
2025-07-28 14:46:23,107 - file_utils - ERROR - All attempts failed, last error: File not found: test_output\inexistant.pdf
2025-07-28 14:46:23,158 - file_utils - ERROR - Fallback copy failed: [WinError 2] Le fichier spécifié est introuvable
2025-07-28 14:46:23,218 - file_utils - ERROR - Failed to save secured file: '>' not supported between instances of 'NoneType' and 'int'
2025-07-28 14:49:27,178 - file_utils - WARNING - System Helvetica fonts not found, using defaults
2025-07-28 14:49:27,179 - file_utils - INFO - File utilities module initialized successfully
2025-07-28 14:49:44,296 - file_utils - WARNING - System Helvetica fonts not found, using defaults
2025-07-28 14:49:44,297 - file_utils - INFO - File utilities module initialized successfully
2025-07-28 14:57:38,836 - file_utils - WARNING - System Helvetica fonts not found, using defaults
2025-07-28 14:57:38,837 - file_utils - INFO - File utilities module initialized successfully
2025-07-28 14:58:09,885 - file_utils - ERROR - Security element generation failed: Watermark generation failed: 'Canvas' object has no attribute 'drawCentredText'
2025-07-28 14:58:09,887 - file_utils - ERROR - Security element generation failed: Invisible watermark generation failed: 'float' object cannot be interpreted as an integer
2025-07-28 14:58:10,183 - file_utils - ERROR - Failed to secure page 1: Cannot open resource "C:\Users\USER\AppData\Local\Temp\tmp_kmb8msy.png"
2025-07-28 14:58:10,214 - file_utils - ERROR - Failed to secure page 2: Cannot open resource "C:\Users\USER\AppData\Local\Temp\tmp_kmb8msy.png"
2025-07-28 14:58:10,239 - file_utils - ERROR - Failed to secure page 3: Cannot open resource "C:\Users\USER\AppData\Local\Temp\tmp_kmb8msy.png"
2025-07-28 14:58:10,253 - file_utils - ERROR - Failed to secure page 4: Cannot open resource "C:\Users\USER\AppData\Local\Temp\tmp_kmb8msy.png"
2025-07-28 14:58:10,260 - file_utils - ERROR - Failed to secure page 5: Cannot open resource "C:\Users\USER\AppData\Local\Temp\tmp_kmb8msy.png"
2025-07-28 14:58:10,266 - file_utils - ERROR - Failed to secure page 6: Cannot open resource "C:\Users\USER\AppData\Local\Temp\tmp_kmb8msy.png"
2025-07-28 14:58:10,277 - file_utils - ERROR - Failed to secure page 7: Cannot open resource "C:\Users\USER\AppData\Local\Temp\tmp_kmb8msy.png"
2025-07-28 14:58:10,280 - file_utils - ERROR - Failed to secure page 8: Cannot open resource "C:\Users\USER\AppData\Local\Temp\tmp_kmb8msy.png"
2025-07-28 14:58:10,284 - file_utils - ERROR - Failed to secure page 9: Cannot open resource "C:\Users\USER\AppData\Local\Temp\tmp_kmb8msy.png"
